Rank,Exam_Score,Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Tutoring_Sessions,Teacher_Quality
3726,66,32,68,Yes,7,1,Medium
3726,66,27,82,No,6,1,Medium
3726,66,13,88,Yes,9,4,Medium
3726,66,23,84,No,6,3,Medium
3726,66,18,63,No,9,2,High
3726,66,19,77,No,6,4,Medium
3726,66,15,75,Yes,4,1,Low
3726,66,14,80,Yes,7,2,High
3726,66,14,89,No,6,2,High
3726,66,19,90,No,8,0,Medium
3726,66,21,71,Yes,7,3,High
3726,66,12,82,Yes,10,0,Medium
3726,66,16,66,Yes,7,0,High
3726,66,20,67,No,6,1,High
3726,66,23,76,Yes,7,1,Medium
3726,66,19,76,Yes,6,1,Medium
3726,66,19,88,Yes,8,1,Low
3726,66,13,87,Yes,6,0,High
3726,66,22,69,Yes,6,1,Medium
3726,66,26,66,Yes,9,2,Medium
3726,66,22,80,No,9,0,Medium
3726,66,19,78,No,7,2,Low
3726,66,26,71,No,7,1,Medium
3726,66,19,76,Yes,8,1,Medium
3726,66,15,94,No,8,2,Medium
3726,66,20,70,Yes,6,0,Medium
3726,66,27,78,No,7,1,Medium
3726,66,21,66,Yes,6,2,High
3726,66,20,90,No,5,3,Medium
3726,66,5,87,No,6,2,High
3726,66,4,88,No,6,1,High
3726,66,30,66,No,7,0,High
3726,66,10,98,Yes,6,1,High
3726,66,19,69,Yes,6,4,High
3726,66,23,75,Yes,8,0,Low
3726,66,18,82,Yes,8,1,Medium
3726,66,16,82,Yes,8,2,Medium
3726,66,23,65,No,7,1,Medium
3726,66,8,88,Yes,8,1,Medium
3726,66,19,79,Yes,5,2,Medium
3726,66,21,67,Yes,9,1,High
3726,66,19,62,Yes,6,7,Medium
3726,66,17,95,Yes,8,1,High
3726,66,19,77,Yes,6,3,Medium
3726,66,29,62,Yes,8,1,Medium
3726,66,23,78,No,7,0,Medium
3726,66,3,96,Yes,9,2,Medium
3726,66,19,72,No,5,2,Medium
3726,66,25,70,Yes,7,3,Medium
3726,66,22,79,Yes,7,0,Medium
3726,66,12,82,Yes,10,3,Medium
3726,66,14,74,No,5,1,High
3726,66,14,82,Yes,7,3,Medium
3726,66,28,73,Yes,7,0,Medium
3726,66,15,93,No,5,0,Medium
3726,66,14,94,Yes,7,1,Medium
3726,66,11,89,Yes,9,1,High
3726,66,16,73,Yes,6,2,High
3726,66,26,61,Yes,5,3,High
3726,66,20,64,Yes,8,1,Medium
3726,66,25,70,No,7,1,Medium
3726,66,23,67,No,8,2,Medium
3726,66,14,87,No,6,1,Medium
3726,66,16,76,Yes,7,2,Medium
3726,66,20,79,No,8,2,Medium
3726,66,14,78,Yes,8,1,Medium
3726,66,17,68,No,7,1,Medium
3726,66,23,66,Yes,8,2,Medium
3726,66,24,84,Yes,7,0,High
3726,66,19,85,No,4,1,High
3726,66,19,69,Yes,7,2,Medium
3726,66,27,67,No,8,1,Low
3726,66,10,93,No,7,2,Medium
3726,66,21,83,No,5,1,Medium
3726,66,19,91,No,6,2,Medium
3726,66,28,76,Yes,9,1,Medium
3726,66,16,78,Yes,7,3,High
3726,66,12,81,Yes,5,1,High
3726,66,11,81,Yes,7,3,Medium
3726,66,21,79,Yes,8,1,
3726,66,19,76,Yes,5,2,Medium
3726,66,30,72,No,7,0,Medium
3726,66,18,66,Yes,4,2,Medium
3726,66,7,92,No,8,1,Low
3726,66,13,85,No,6,1,High
3726,66,26,71,Yes,5,0,Medium
3726,66,27,80,Yes,9,0,Medium
3726,66,13,95,Yes,7,1,Low
3726,66,19,76,No,7,0,High
3726,66,16,64,Yes,7,4,High
3726,66,15,85,Yes,7,0,Medium
3726,66,30,64,No,7,1,Medium
3726,66,18,66,Yes,5,4,Medium
3726,66,24,65,No,6,1,High
3726,66,19,96,Yes,5,0,Medium
3726,66,21,62,No,8,2,Medium
3726,66,5,79,Yes,9,3,Medium
3726,66,22,77,Yes,5,3,Medium
3726,66,18,83,No,9,0,Low
3726,66,15,84,No,4,2,Medium
3726,66,25,79,Yes,7,0,Medium
3726,66,15,86,No,6,0,High
3726,66,21,90,No,8,1,Medium
3726,66,2,98,Yes,7,2,High
3726,66,17,82,No,9,3,Medium
3726,66,9,94,Yes,6,0,High
3726,66,17,86,Yes,5,2,Medium
3726,66,27,75,Yes,10,3,Low
3726,66,21,74,Yes,5,1,High
3726,66,22,79,Yes,7,2,
3726,66,22,88,No,9,2,Medium
3726,66,13,70,Yes,8,1,Medium
3726,66,26,62,Yes,8,2,High
3726,66,24,60,No,6,1,Medium
3726,66,30,67,No,6,1,Medium
3726,66,18,72,Yes,8,0,Medium
3726,66,20,73,No,8,1,Medium
3726,66,23,80,Yes,5,1,Medium
3726,66,13,85,Yes,6,2,Medium
3726,66,18,77,Yes,7,2,Medium
3726,66,21,83,Yes,8,2,Medium
3726,66,14,80,Yes,7,1,Medium
3726,66,18,64,No,8,3,Medium
3726,66,12,82,Yes,6,0,Low
3726,66,21,81,Yes,8,3,Low
3726,66,23,66,No,6,2,Medium
3726,66,20,79,Yes,7,2,Medium
3726,66,16,74,Yes,6,1,Medium
3726,66,14,83,Yes,10,1,High
3726,66,22,79,Yes,6,3,Medium
3726,66,13,84,No,8,2,Medium
3726,66,23,64,Yes,7,4,Medium
3726,66,19,79,Yes,5,1,Medium
3726,66,17,86,No,6,2,High
3726,66,18,68,Yes,10,3,Medium
3726,66,16,85,No,10,1,Medium
3726,66,24,75,No,7,0,Medium
3726,66,27,68,No,6,1,Low
3726,66,18,68,Yes,8,2,Medium
3726,66,12,81,No,10,1,
3726,66,9,78,Yes,7,2,Medium
3726,66,14,77,No,4,5,Medium
3726,66,16,66,No,8,1,High
3726,66,13,74,Yes,5,3,Medium
3726,66,19,62,Yes,9,0,Low
3726,66,23,69,Yes,8,0,High
3726,66,18,84,Yes,7,2,Medium
3726,66,18,79,Yes,4,1,High
3726,66,14,80,Yes,7,2,High
3726,66,14,69,Yes,6,2,High
3726,66,16,91,No,8,2,Medium
3726,66,21,74,Yes,5,3,Medium
3726,66,18,65,Yes,5,1,Medium
3726,66,18,77,Yes,9,1,High
3726,66,23,80,No,6,0,Medium
3726,66,18,80,Yes,7,2,Low
3726,66,15,79,Yes,4,1,Medium
3726,66,25,71,Yes,5,0,Medium
3726,66,15,88,No,8,1,Medium
3726,66,15,71,No,6,3,High
3726,66,25,72,Yes,8,0,Medium
3726,66,8,97,Yes,10,0,Low
3726,66,26,64,No,7,3,Medium
3726,66,16,74,Yes,7,4,Low
3726,66,23,81,Yes,7,0,Medium
3726,66,19,84,Yes,7,1,Medium
3726,66,21,79,Yes,7,2,Medium
3726,66,23,64,Yes,8,3,High
3726,66,14,84,No,7,0,Medium
3726,66,13,83,Yes,7,4,Medium
3726,66,16,95,No,8,2,High
3726,66,9,86,No,8,0,Medium
3726,66,22,73,Yes,7,2,Medium
3726,66,22,63,Yes,8,1,High
3726,66,15,95,Yes,6,0,
3726,66,31,68,Yes,7,0,Medium
3726,66,22,76,Yes,7,0,Medium
3726,66,24,85,Yes,7,2,Low
3726,66,7,88,Yes,7,2,High
3726,66,24,81,Yes,7,1,Medium
3726,66,21,76,No,6,1,Medium
3726,66,23,67,No,7,4,Medium
3726,66,23,67,Yes,7,1,Medium
3726,66,20,75,Yes,7,1,Medium
3726,66,17,89,No,8,1,High
3726,66,22,76,Yes,8,1,Medium
3726,66,23,72,Yes,7,1,Medium
3726,66,21,72,Yes,9,1,Medium
3726,66,25,72,Yes,8,0,Medium
3726,66,23,67,Yes,6,3,High
3726,66,12,99,Yes,10,0,Low
3726,66,14,83,No,7,1,Medium
3726,66,23,64,Yes,8,2,Medium
3726,66,18,71,Yes,8,3,High
3726,66,22,68,No,4,2,Medium
3726,66,16,76,No,8,1,High
3726,66,8,75,No,5,5,High
3726,66,19,78,Yes,8,2,Medium
3726,66,13,85,Yes,6,1,Medium
3726,66,17,71,Yes,6,4,Medium
3726,66,17,82,Yes,5,1,Low
3726,66,23,72,Yes,7,0,Medium
3726,66,16,78,No,9,3,Medium
3726,66,7,98,No,7,0,High
3726,66,25,60,Yes,8,1,High
3726,66,10,93,Yes,7,0,Medium
3726,66,19,89,No,10,1,Medium
3726,66,21,73,Yes,9,2,Medium
3726,66,22,64,Yes,10,5,Medium
3726,66,28,70,Yes,9,0,Medium
3726,66,21,79,No,5,1,
3726,66,22,62,Yes,7,2,Medium
3726,66,18,86,Yes,9,3,High
3726,66,11,68,Yes,5,1,Medium
3726,66,23,76,Yes,6,2,Medium
3726,66,18,72,Yes,7,1,Medium
3726,66,12,70,No,5,1,Medium
3726,66,21,85,No,4,2,Medium
3726,66,30,73,No,4,0,Low
3726,66,25,65,Yes,8,2,Medium
3726,66,21,68,No,9,1,High
3726,66,27,62,No,7,2,Medium
3726,66,20,84,No,7,1,Medium
3726,66,9,84,Yes,7,1,Medium
3726,66,23,83,No,7,3,Low
3726,66,22,82,No,5,2,Medium
3726,66,9,100,No,7,1,Medium
3726,66,18,87,No,8,3,High
3726,66,16,84,Yes,8,0,Medium
3726,66,20,88,No,4,0,Low
3726,66,19,87,No,9,3,High
3726,66,29,63,Yes,9,3,High
3726,66,14,94,No,5,0,High
3726,66,16,67,Yes,9,1,High
3726,66,13,84,Yes,8,2,Low
3726,66,12,95,Yes,4,2,Medium
3726,66,14,92,Yes,9,1,Medium
3726,66,15,71,No,7,2,Low
3726,66,17,80,Yes,8,0,High
3726,66,18,71,No,7,0,High
3726,66,21,79,Yes,8,1,High
3726,66,16,92,No,9,2,Medium
3726,66,10,74,Yes,10,2,High
3726,66,17,67,Yes,9,2,Low
3726,66,16,61,No,6,4,High
3726,66,14,96,No,9,0,High
3726,66,20,66,Yes,4,2,Medium
3726,66,26,77,No,7,1,High
3726,66,23,61,Yes,8,1,High
3726,66,20,66,Yes,8,4,Medium
3726,66,29,69,Yes,7,1,Low
3726,66,14,97,No,7,1,Low
3726,66,11,88,Yes,7,2,Medium
3726,66,23,76,Yes,5,1,Low
3726,66,14,78,Yes,8,2,Medium
3726,66,19,72,Yes,5,1,Medium
3726,66,17,73,Yes,5,3,Medium
3726,66,18,78,Yes,8,2,High
3726,66,16,93,Yes,7,1,Medium
3726,66,15,82,Yes,6,1,Medium
3726,66,16,67,Yes,6,1,High
3726,66,18,67,Yes,7,5,Low
3726,66,20,73,No,5,1,High
3726,66,16,92,No,6,2,Medium
3726,66,32,64,Yes,6,1,Low
3726,66,18,76,No,9,1,High
3726,66,19,64,Yes,8,3,Medium
3726,66,17,64,Yes,6,0,Medium
3726,66,21,80,Yes,6,0,Medium
3726,66,21,68,Yes,5,3,Medium
3726,66,32,75,No,7,1,Medium
3726,66,14,97,No,5,1,Medium
3726,66,26,66,Yes,7,3,Medium
3726,66,26,67,Yes,8,1,Medium
3726,66,8,95,No,7,2,Medium
3726,66,24,76,Yes,8,2,Medium
3726,66,23,78,No,7,0,Medium
3726,66,19,78,Yes,6,1,Medium
3726,66,23,72,No,8,2,High
3726,66,19,74,No,7,1,Medium
3726,66,13,82,No,8,2,High
3726,66,22,70,No,7,1,High
3726,66,23,74,No,4,3,Medium
3726,66,7,99,Yes,7,1,High
3726,66,20,77,Yes,7,0,Medium
3726,66,19,73,Yes,9,1,Low
3726,66,18,77,Yes,7,3,Medium
3726,66,26,68,No,8,2,High
3726,66,18,72,Yes,7,1,High
3726,66,20,86,No,6,1,Low
3726,66,19,67,Yes,7,0,Medium
3726,66,26,64,Yes,8,3,High
3726,66,9,93,Yes,6,1,Medium
3726,66,16,85,No,7,1,High
3726,66,22,71,Yes,8,2,High
3726,66,19,74,Yes,7,2,High
3726,66,11,94,Yes,10,1,Low
3726,66,21,61,No,9,1,Medium
3726,66,20,70,No,9,3,Medium
3726,66,28,63,Yes,6,0,Medium
3726,66,15,82,Yes,7,3,High
3726,66,9,94,No,6,0,High
3726,66,19,75,No,10,0,High
3726,66,22,82,No,9,1,High
3726,66,22,63,Yes,5,3,High
3726,66,26,64,No,6,1,Medium
3726,66,19,73,Yes,9,0,High
3726,66,15,91,No,6,1,High
3726,66,21,76,Yes,5,1,Low
3726,66,27,75,Yes,7,2,Medium
3726,66,20,73,Yes,6,2,High
3726,66,23,76,Yes,6,2,Medium
3726,66,7,90,Yes,7,4,Medium
3726,66,24,72,Yes,10,1,Medium
3726,66,19,76,Yes,6,2,Medium
3726,66,26,74,Yes,6,3,Medium
3726,66,19,71,Yes,7,3,Medium
3726,66,18,69,Yes,10,2,Medium
3726,66,26,77,Yes,6,1,High
3726,66,25,64,Yes,8,1,Low
3726,66,33,74,No,8,0,Medium
3726,66,17,79,Yes,8,0,Medium
3726,66,16,86,Yes,6,1,High
3726,66,20,70,Yes,9,2,High
3726,66,16,81,Yes,8,1,Medium
3726,66,22,84,No,4,0,Low
3726,66,28,62,No,8,2,High
3726,66,13,71,Yes,8,2,Medium
3726,66,18,78,Yes,9,2,Medium
3726,66,20,87,Yes,7,0,Medium
3726,66,14,76,No,7,3,Medium
3726,66,10,95,Yes,7,2,Medium
3726,66,26,70,No,6,0,High
3726,66,19,67,No,5,1,High
3726,66,22,70,Yes,6,4,Medium
3726,66,21,69,Yes,7,2,Medium
3726,66,11,100,Yes,9,1,Medium
3726,66,19,74,No,8,0,Medium
3726,66,25,69,Yes,8,1,Low
3726,66,20,75,No,7,3,High
3726,66,27,71,Yes,9,3,Medium
3726,66,19,69,Yes,9,0,High
3726,66,19,69,Yes,5,0,Medium
3726,66,25,65,Yes,9,2,High
3726,66,22,60,Yes,8,2,High
3726,66,26,70,Yes,7,0,
3726,66,18,72,No,8,2,Medium
3726,66,19,75,No,8,1,Low
3726,66,21,63,Yes,8,2,Medium
3726,66,15,82,Yes,10,1,Medium
3726,66,27,71,Yes,10,1,Medium
3726,66,29,74,No,5,2,Medium
3726,66,20,89,Yes,6,1,Low
3726,66,18,67,Yes,7,0,Medium
3726,66,20,72,Yes,6,1,Medium
3726,66,26,62,No,6,2,Medium
3726,66,15,73,Yes,7,3,Medium
3726,66,11,97,Yes,7,3,Medium
3726,66,10,85,Yes,6,3,Medium
3726,66,18,73,Yes,8,3,High
3726,66,14,82,No,4,2,Medium
3726,66,10,92,No,4,3,Low
3726,66,21,73,No,5,5,Medium
3726,66,16,70,No,7,1,Medium
3726,66,20,79,Yes,8,3,Medium
3726,66,13,77,No,7,2,Medium
3726,66,22,72,Yes,9,1,Medium
3726,66,16,67,Yes,9,1,Medium
3726,66,11,97,Yes,8,2,Medium
3726,66,12,92,No,4,2,Medium
3726,66,23,72,Yes,8,1,Medium
3726,66,19,77,Yes,5,0,Low
3726,66,18,79,No,7,1,High
3726,66,13,84,Yes,9,3,Medium
3726,66,28,72,No,8,4,Medium
3726,66,7,82,Yes,6,2,High
3726,66,21,67,Yes,9,3,Low
3726,66,24,81,Yes,6,0,High
3726,66,17,73,No,9,0,High
3726,66,13,89,No,8,0,High
3726,66,10,77,Yes,5,3,Medium
3726,66,26,72,No,10,2,High
3726,66,14,86,Yes,10,3,High
3726,66,18,81,No,8,2,Medium
3726,66,20,62,Yes,6,2,Medium
3726,66,22,67,Yes,6,1,Medium
3726,66,14,90,Yes,7,1,Medium
3726,66,24,63,No,8,2,High
3726,66,16,68,No,10,1,Medium
3726,66,14,89,No,9,2,High
3726,66,18,98,No,9,0,Medium
3726,66,24,75,No,8,1,Medium
3726,66,17,75,Yes,7,1,Medium
3726,66,18,88,No,7,0,Low
3726,66,25,72,Yes,4,1,Medium
3726,66,12,81,Yes,7,2,Medium
3726,66,24,77,Yes,6,0,Medium
3726,66,14,82,Yes,8,1,Medium
3726,66,19,83,Yes,8,1,Medium
3726,66,23,68,No,7,3,Medium
3726,66,14,68,Yes,9,2,Medium
3726,66,22,68,No,7,1,Medium
3726,66,20,64,No,4,4,Medium
3726,66,18,77,No,6,3,High
3726,66,17,82,No,7,1,Medium
3726,66,13,86,Yes,5,3,High
3726,66,22,76,Yes,10,1,High
3726,66,21,63,No,7,1,Medium
3726,66,19,75,Yes,10,1,Medium
3726,66,17,64,No,7,3,Medium
3726,66,20,82,No,8,0,Medium
3726,66,13,82,No,5,4,Medium
3726,66,16,77,Yes,7,1,Medium
3726,66,7,72,Yes,4,4,Medium
3726,66,22,67,No,7,2,Medium
3726,66,12,94,Yes,9,1,Low
3726,66,23,69,Yes,6,2,High
3726,66,20,75,Yes,9,0,Low
3726,66,10,94,No,5,1,Medium
3726,66,24,82,No,4,1,Medium
3726,66,15,93,Yes,7,0,Medium
3726,66,24,66,Yes,7,1,High
3726,66,25,77,Yes,7,2,Medium
3726,66,15,89,No,9,2,Low
3726,66,20,77,Yes,7,0,
3726,66,25,73,Yes,7,1,Medium
3726,66,20,68,Yes,6,0,Medium
3726,66,21,77,Yes,8,3,Medium
3726,66,14,82,Yes,8,1,Medium
3726,66,22,74,No,4,0,Medium
3726,66,17,81,Yes,9,1,Low
3726,66,12,85,Yes,6,1,Medium
3726,66,17,68,Yes,8,2,High
3726,66,17,86,No,6,0,Medium
3726,66,20,80,Yes,5,2,Low
3726,66,20,80,No,9,1,Medium
3726,66,20,75,Yes,7,0,Medium
3726,66,20,72,Yes,7,1,High
3726,66,20,75,No,8,1,Low
3726,66,17,74,Yes,7,2,Medium
3726,66,21,67,Yes,7,2,High
3726,66,28,69,Yes,8,0,Medium
3726,66,24,75,Yes,8,1,Medium
3726,66,20,83,Yes,10,0,High
3726,66,18,96,No,7,1,Medium
3726,66,22,69,Yes,5,1,Low
3726,66,26,79,Yes,5,0,Medium
3726,66,21,77,Yes,6,1,Medium
3726,66,9,88,Yes,5,2,Medium
3726,66,20,78,No,8,0,Medium
4477,65,10,78,Yes,8,1,Medium
4477,65,22,70,Yes,6,1,High
4477,65,13,91,No,6,1,Medium
4477,65,21,84,Yes,6,1,High
4477,65,16,70,Yes,8,2,Medium
4477,65,15,83,No,5,1,High
4477,65,16,73,No,7,1,Medium
4477,65,20,71,Yes,7,1,Low
4477,65,18,81,Yes,8,0,Medium
4477,65,19,69,Yes,7,1,Medium
4477,65,17,65,Yes,8,1,High
4477,65,18,79,Yes,7,0,High
4477,65,13,84,No,5,1,High
4477,65,15,86,Yes,7,1,Medium
4477,65,15,78,No,9,1,Medium
4477,65,13,85,No,6,0,Medium
4477,65,28,61,No,6,1,Medium
4477,65,22,82,No,9,2,Medium
4477,65,23,75,No,6,0,Medium
4477,65,24,64,Yes,8,0,High
4477,65,24,76,No,8,2,Medium
4477,65,15,76,No,8,1,Medium
4477,65,14,82,No,8,1,Medium
4477,65,24,66,Yes,8,1,Medium
4477,65,15,87,No,4,1,Medium
4477,65,13,72,No,7,0,High
4477,65,26,77,No,4,2,Low
4477,65,16,64,Yes,5,3,High
4477,65,25,69,Yes,7,1,High
4477,65,14,83,Yes,6,0,Medium
4477,65,17,66,No,6,1,Medium
4477,65,11,76,Yes,5,4,Low
4477,65,27,61,No,6,1,Medium
4477,65,20,80,Yes,6,0,Medium
4477,65,20,70,Yes,7,2,High
4477,65,19,60,Yes,7,3,High
4477,65,17,92,Yes,6,2,Medium
4477,65,24,68,Yes,6,1,Medium
4477,65,15,76,Yes,6,0,High
4477,65,18,69,No,7,3,Medium
4477,65,21,70,Yes,4,0,High
4477,65,17,78,No,8,0,Medium
4477,65,17,75,Yes,6,1,Medium
4477,65,18,64,Yes,6,2,Medium
4477,65,17,79,Yes,6,1,High
4477,65,20,66,No,7,1,Medium
4477,65,21,65,No,7,2,Medium
4477,65,14,83,Yes,7,0,Low
4477,65,26,83,No,7,2,High
4477,65,20,70,No,8,0,Medium
4477,65,17,61,Yes,7,5,Medium
4477,65,14,86,Yes,8,3,
4477,65,18,80,Yes,6,2,High
4477,65,11,94,Yes,8,1,Low
4477,65,14,73,Yes,5,2,Medium
4477,65,15,72,No,8,2,Medium
4477,65,22,75,No,6,3,Medium
4477,65,13,93,Yes,4,1,Low
4477,65,23,64,Yes,7,3,Medium
4477,65,22,76,No,9,2,High
4477,65,21,78,No,8,2,Medium
4477,65,19,76,Yes,8,0,High
4477,65,8,86,No,6,1,Medium
4477,65,22,65,Yes,7,3,Medium
4477,65,21,77,Yes,6,4,Medium
4477,65,21,82,Yes,6,3,Medium
4477,65,13,77,Yes,10,1,Medium
4477,65,21,72,No,7,0,Medium
4477,65,23,75,Yes,6,1,Medium
4477,65,19,79,Yes,10,1,Medium
4477,65,10,75,No,9,3,High
4477,65,31,66,Yes,8,0,Low
4477,65,17,82,No,6,2,Low
4477,65,15,79,No,8,1,Low
4477,65,18,66,No,7,2,Medium
4477,65,16,80,No,8,0,Medium
4477,65,12,88,No,8,0,Medium
4477,65,11,81,Yes,5,1,
4477,65,20,65,Yes,6,0,Low
4477,65,20,71,No,7,1,Medium
4477,65,15,73,Yes,8,1,High
4477,65,14,76,Yes,8,3,Medium
4477,65,17,78,No,7,0,Medium
4477,65,18,65,Yes,7,2,Medium
4477,65,22,78,No,7,1,Medium
4477,65,18,73,Yes,8,3,Medium
4477,65,22,67,No,6,2,
4477,65,32,65,Yes,8,2,Medium
4477,65,15,80,No,7,0,Low
4477,65,12,87,Yes,7,2,Medium
4477,65,17,72,Yes,5,3,Medium
4477,65,24,70,No,5,2,Medium
4477,65,17,67,Yes,9,3,Medium
4477,65,11,85,No,7,2,Low
4477,65,11,85,Yes,10,0,High
4477,65,28,74,Yes,4,1,Medium
4477,65,9,80,No,7,1,Medium
4477,65,10,92,Yes,6,1,Medium
4477,65,20,72,No,8,2,Low
4477,65,16,89,Yes,9,1,Medium
4477,65,21,76,Yes,5,0,High
4477,65,23,80,Yes,8,0,High
4477,65,10,82,No,7,2,High
4477,65,13,71,No,7,2,Medium
4477,65,26,88,No,10,0,Low
4477,65,22,64,Yes,8,2,Medium
4477,65,22,75,Yes,6,0,High
4477,65,16,62,No,4,3,Medium
4477,65,13,70,Yes,7,3,Medium
4477,65,12,75,Yes,6,2,Medium
4477,65,22,74,Yes,10,1,Medium
4477,65,23,61,Yes,6,1,Medium
4477,65,12,79,Yes,9,2,High
4477,65,18,79,Yes,5,1,High
4477,65,19,64,No,4,2,Medium
4477,65,20,72,No,7,2,High
4477,65,20,60,No,9,4,Medium
4477,65,19,67,Yes,6,1,Medium
4477,65,22,76,No,9,2,High
4477,65,20,78,No,5,1,Medium
4477,65,11,91,No,8,1,Medium
4477,65,16,74,No,9,0,Medium
4477,65,34,61,No,9,1,Medium
4477,65,23,80,No,7,0,High
4477,65,18,74,No,6,0,Medium
4477,65,22,65,Yes,9,2,Medium
4477,65,21,74,Yes,6,0,Medium
4477,65,20,71,No,7,0,High
4477,65,16,67,No,8,1,Low
4477,65,25,62,No,10,2,Medium
4477,65,22,80,No,8,2,Low
4477,65,16,71,No,9,1,Medium
4477,65,22,79,No,7,1,High
4477,65,16,84,No,7,2,Medium
4477,65,12,83,Yes,5,1,Medium
4477,65,12,83,No,6,1,Low
4477,65,22,75,No,7,0,Medium
4477,65,25,69,Yes,7,1,Medium
4477,65,23,69,Yes,6,0,Medium
4477,65,18,68,No,8,1,High
4477,65,27,69,No,8,1,Medium
4477,65,15,85,No,8,1,Medium
4477,65,16,76,No,7,0,Medium
4477,65,14,68,No,7,2,Medium
4477,65,18,77,Yes,6,1,Medium
4477,65,23,68,Yes,7,3,High
4477,65,15,91,No,6,0,Medium
4477,65,17,68,Yes,8,1,High
4477,65,22,65,Yes,6,2,Medium
4477,65,24,70,Yes,7,1,Low
4477,65,23,65,Yes,6,0,Low
4477,65,15,83,Yes,7,0,Medium
4477,65,24,79,Yes,8,2,Medium
4477,65,17,67,Yes,10,3,Medium
4477,65,18,68,Yes,8,1,Medium
4477,65,21,84,No,9,2,High
4477,65,11,89,Yes,5,0,Medium
4477,65,29,62,Yes,7,0,Medium
4477,65,18,78,No,6,1,High
4477,65,31,65,Yes,7,1,Medium
4477,65,23,64,Yes,5,3,High
4477,65,14,79,Yes,6,1,Medium
4477,65,15,71,Yes,6,2,High
4477,65,20,80,Yes,7,2,High
4477,65,12,83,Yes,7,1,Medium
4477,65,20,62,No,8,1,Medium
4477,65,19,78,Yes,5,3,Medium
4477,65,20,84,No,5,1,Medium
4477,65,14,86,Yes,6,3,Medium
4477,65,23,74,Yes,8,0,Medium
4477,65,22,66,No,4,1,Low
4477,65,21,69,Yes,5,2,Medium
4477,65,28,60,Yes,7,3,Medium
4477,65,19,78,No,7,0,Medium
4477,65,19,70,Yes,8,1,Medium
4477,65,30,66,No,6,2,Medium
4477,65,22,72,Yes,5,2,High
4477,65,22,62,No,6,3,Medium
4477,65,12,80,No,5,1,Medium
4477,65,17,88,No,5,0,High
4477,65,26,65,No,7,2,Medium
4477,65,15,77,Yes,7,4,Medium
4477,65,20,74,Yes,8,2,Medium
4477,65,17,80,No,6,1,High
4477,65,20,67,No,8,3,High
4477,65,9,87,No,8,1,High
4477,65,9,69,Yes,7,1,High
4477,65,14,85,Yes,8,1,Medium
4477,65,20,73,Yes,8,1,Low
4477,65,20,68,Yes,7,1,Medium
4477,65,14,83,Yes,7,1,Medium
4477,65,22,61,Yes,7,1,Medium
4477,65,25,70,No,7,1,Medium
4477,65,25,62,No,5,0,High
4477,65,18,63,No,8,2,Medium
4477,65,15,78,No,7,1,Medium
4477,65,20,77,Yes,7,0,High
4477,65,19,79,No,9,1,Medium
4477,65,9,70,No,5,1,High
4477,65,17,72,Yes,5,2,High
4477,65,18,69,Yes,8,4,Medium
4477,65,11,70,No,7,0,High
4477,65,22,70,Yes,8,2,High
4477,65,20,77,No,9,2,Medium
4477,65,27,74,Yes,9,1,Medium
4477,65,2,96,Yes,9,3,
4477,65,19,66,Yes,8,1,Low
4477,65,14,78,Yes,7,0,Medium
4477,65,22,73,Yes,5,4,Medium
4477,65,20,64,Yes,6,3,High
4477,65,15,90,No,5,0,Medium
4477,65,17,76,No,7,4,Medium
4477,65,17,78,Yes,9,1,High
4477,65,29,61,Yes,7,1,Medium
4477,65,26,81,No,7,1,Medium
4477,65,18,75,No,7,4,Medium
4477,65,17,72,Yes,7,1,Medium
4477,65,11,85,Yes,8,2,Medium
4477,65,27,66,No,6,1,High
4477,65,15,81,Yes,8,0,Medium
4477,65,24,61,Yes,5,1,High
4477,65,5,89,Yes,4,2,Medium
4477,65,19,71,No,8,2,High
4477,65,20,86,Yes,7,1,High
4477,65,19,84,No,10,0,Medium
4477,65,13,77,Yes,8,3,Medium
4477,65,26,65,Yes,7,4,Medium
4477,65,17,65,Yes,6,1,Medium
4477,65,10,76,Yes,7,1,High
4477,65,12,68,No,7,1,High
4477,65,22,68,Yes,9,1,Medium
4477,65,24,66,No,7,0,High
4477,65,16,76,Yes,6,1,
4477,65,24,90,Yes,9,0,Medium
4477,65,11,75,No,8,2,High
4477,65,19,83,No,8,3,Low
4477,65,16,68,Yes,8,1,High
4477,65,15,89,Yes,7,2,Medium
4477,65,23,72,Yes,8,2,Medium
4477,65,21,67,Yes,5,1,High
4477,65,24,64,Yes,8,0,Medium
4477,65,11,80,Yes,6,1,High
4477,65,20,78,Yes,5,1,Medium
4477,65,20,67,No,6,1,Medium
4477,65,17,84,Yes,7,0,High
4477,65,15,79,Yes,10,2,Medium
4477,65,25,74,Yes,6,0,Medium
4477,65,10,81,Yes,9,2,Medium
4477,65,17,83,Yes,7,3,Medium
4477,65,23,62,Yes,4,3,High
4477,65,24,75,No,6,0,Medium
4477,65,20,64,Yes,8,1,Medium
4477,65,17,75,Yes,8,1,High
4477,65,12,81,No,8,1,High
4477,65,22,76,Yes,6,0,High
4477,65,15,69,Yes,7,2,Medium
4477,65,23,63,No,7,2,High
4477,65,13,71,Yes,6,4,Medium
4477,65,23,68,Yes,8,1,Medium
4477,65,18,94,Yes,7,1,Medium
4477,65,18,79,Yes,9,3,High
4477,65,9,86,No,8,1,High
4477,65,25,70,Yes,4,0,Low
